scenario_id,base_arrival_rate_per_hour,queue_threshold,wait_threshold_hours,p_respiratory,p_cardio,p_trauma,p_psych,p_generic,arrival_profile_type,daily_budget_cap,arr_share_h00,arr_share_h01,arr_share_h02,arr_share_h03,arr_share_h04,arr_share_h05,arr_share_h06,arr_share_h07,arr_share_h08,arr_share_h09,arr_share_h10,arr_share_h11,arr_share_h12,arr_share_h13,arr_share_h14,arr_share_h15,arr_share_h16,arr_share_h17,arr_share_h18,arr_share_h19,arr_share_h20,arr_share_h21,arr_share_h22,arr_share_h23,evt1_present,evt1_start_hour,evt1_duration,evt1_arrival_multiplier,evt1_mult_respiratory,evt1_mult_cardio,evt1_mult_trauma,evt1_mult_psych,evt1_mult_generic,evt2_present,evt2_start_hour,evt2_duration,evt2_arrival_multiplier,evt2_mult_respiratory,evt2_mult_cardio,evt2_mult_trauma,evt2_mult_psych,evt2_mult_generic,evt3_present,evt3_start_hour,evt3_duration,evt3_arrival_multiplier,evt3_mult_respiratory,evt3_mult_cardio,evt3_mult_trauma,evt3_mult_psych,evt3_mult_generic,evt4_present,evt4_start_hour,evt4_duration,evt4_arrival_multiplier,evt4_mult_respiratory,evt4_mult_cardio,evt4_mult_trauma,evt4_mult_psych,evt4_mult_generic,evt5_present,evt5_start_hour,evt5_duration,evt5_arrival_multiplier,evt5_mult_respiratory,evt5_mult_cardio,evt5_mult_trauma,evt5_mult_psych,evt5_mult_generic,evt6_present,evt6_start_hour,evt6_duration,evt6_arrival_multiplier,evt6_mult_respiratory,evt6_mult_cardio,evt6_mult_trauma,evt6_mult_psych,evt6_mult_generic,ga_selection,ga_seed,ga_replications,ga_population_size,ga_generations,mean_error_best,best_rt,best_cardio,best_radio,best_mh,best_physician,best_pa,best_nurse
ds-0010-real,33.77227499,12,1.12695502,0.26476481,0.12305666,0.26700086,0.28276561,0.06241206,real_hourly,102262.46973900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00049083,0.11172646,0.12474326,0.12137813,0.13594617,0.05246558,0.01640899,0.07830623,0.06791227,0.02906424,0.00824224,0.09213286,0.08514997,0.04626908,0.02054111,0.00836279,0.00085980,1,23.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0,1,115.0,36.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,251,5,16,8,0.06541558,12,4,6,8,1,4,16
ds-0001-real,14.14732483,8,0.86129873,0.20758678,0.28368437,0.15838642,0.27480418,0.07553825,real_hourly,51412.81441462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00037575,0.12388929,0.11307219,0.17419814,0.14048891,0.03986695,0.01547035,0.08928759,0.04932361,0.03710776,0.00662254,0.07847439,0.06120320,0.04593393,0.01354520,0.01006948,0.00107072,1,1.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,1,107.0,16.0,1.0,1.0,1.6,1.0,1.0,1.0,1,102.0,33.0,1.08,1.2,1.0,2.6,1.0,1.0,1,56.0,27.0,1.0,1.0,1.0,1.0,2.2,1.0,1,62.0,22.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,442,5,16,8,0.11454045,9,4,0,8,1,3,5
ds-0002-real,10.66074889,13,0.94679450,0.11994120,0.16698264,0.26114462,0.20739783,0.24453371,real_hourly,101739.25925140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00052879,0.09240358,0.15800413,0.12407996,0.13553151,0.05532864,0.01349510,0.08494386,0.06114854,0.05307473,0.00985898,0.06636950,0.07652423,0.04048422,0.01916017,0.00808913,0.00097493,1,50.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,1,110.0,11.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,443,5,16,8,0.11656676,5,5,4,5,3,11,6
ds-0003-real,31.24532790,10,1.28274044,0.06395818,0.42600193,0.23469138,0.11483770,0.16051081,real_hourly,124987.32350016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00027586,0.09982887,0.16141313,0.10228679,0.13148625,0.03372503,0.01773413,0.11266421,0.06928815,0.04287868,0.00604557,0.08497222,0.06111615,0.05385240,0.01166971,0.00965579,0.00110708,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,444,5,16,8,0.10774560,11,13,3,8,1,4,15
ds-0004-flat,19.73093460,9,2.05822472,0.43514114,0.18376043,0.06074168,0.23308192,0.08727483,flat,63570.49360981,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,116.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0,1,93.0,14.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,445,5,16,8,0.06991070,9,3,2,9,1,6,4
ds-0005-real,30.32334673,16,2.01291774,0.11712816,0.11009271,0.31123448,0.30570726,0.15583740,real_hourly,83821.78720141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00045731,0.12154128,0.16365828,0.12023969,0.10817193,0.04950174,0.01582878,0.08478225,0.06956987,0.04373183,0.00585637,0.06763808,0.07583943,0.04326913,0.01974123,0.00904554,0.00112725,1,134.0,17.0,1.0,2.0,1.0,1.0,1.0,1.0,1,52.0,12.0,1.0,1.0,1.6,1.0,1.0,1.0,1,18.0,6.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,446,5,16,8,0.10783276,5,2,4,9,1,5,24
ds-0006-real,26.04373311,8,1.76907590,0.26848111,0.11213487,0.36225159,0.14624853,0.11088391,real_hourly,83127.79291169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00050960,0.09317520,0.16382238,0.08744964,0.13842134,0.03559846,0.01825982,0.12818579,0.06562542,0.02955162,0.00525713,0.08082773,0.09086994,0.03913137,0.01523640,0.00670868,0.00136948,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,447,5,16,8,0.09624260,5,2,4,7,1,5,24
ds-0007-flat,20.77650341,13,2.01763965,0.31256258,0.08650970,0.20015460,0.22706790,0.17370522,flat,49985.26587822,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,448,5,16,8,0.10853617,7,3,2,3,1,2,5
ds-0008-flat,34.52691803,11,1.07638286,0.12733346,0.19636169,0.16078767,0.23620943,0.27930775,flat,66495.21497454,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,449,5,16,8,0.15993140,2,2,3,14,1,2,16
ds-0009-real,11.48875222,10,1.56827056,0.08983942,0.42395264,0.35191713,0.11740784,0.01688297,real_hourly,98356.45768221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00050856,0.14049978,0.13456910,0.12426457,0.09218128,0.03534718,0.01355753,0.11518330,0.05801966,0.03795499,0.00605556,0.10931253,0.06319840,0.04306989,0.01697180,0.00808152,0.00122435,1,130.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,1,94.0,7.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,450,5,16,8,0.05062830,3,6,7,4,1,6,5
ds-0010-flat,21.40501246,10,1.32365092,0.23054544,0.31918020,0.04715336,0.30328420,0.09983679,flat,58580.02324947,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,1.0,1,123.0,24.0,1.0,1.0,1.6,1.0,1.0,1.0,1,153.0,7.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,451,5,16,8,0.08215071,8,5,1,3,1,3,6
ds-0011-real,30.42486333,13,0.80666617,0.25108520,0.01539137,0.42805712,0.11780664,0.18765967,real_hourly,62294.66648547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00031430,0.15021813,0.12157976,0.13156735,0.11810800,0.03726982,0.01394381,0.10815029,0.04836823,0.04588947,0.00944749,0.06451059,0.06313206,0.06074674,0.01972115,0.00605020,0.00098260,1,13.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,52,5,16,8,0.17346425,7,0,2,5,1,2,29
ds-0012-flat,17.36530793,8,2.17871383,0.33547737,0.04631364,0.12333831,0.22761178,0.26725889,flat,79114.57157387,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,53,5,16,8,0.12434933,16,4,2,5,2,1,15
ds-0013-flat,17.83546041,10,2.04658687,0.20621875,0.17817296,0.26096924,0.28935341,0.06528565,flat,116689.40337790,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,95.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1,109.0,18.0,1.0,1.0,1.6,1.0,1.0,1.0,1,100.0,18.0,1.08,1.2,1.0,2.6,1.0,1.0,1,77.0,17.0,1.0,1.0,1.0,1.0,2.2,1.0,1,82.0,31.0,1.12,4.5,1.0,1.0,1.0,1.0,1,84.0,16.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,54,5,16,8,0.06112288,18,5,6,8,2,7,11
ds-0014-flat,14.08816929,8,2.02288354,0.16280601,0.28965419,0.32385025,0.04256560,0.18112394,flat,103423.06570633,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,107.0,34.0,1.0,2.0,1.0,1.0,1.0,1.0,1,117.0,18.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,55,5,16,8,0.09696682,8,5,8,2,1,5,11
ds-0015-flat,30.27021112,10,1.45281700,0.08865314,0.48144145,0.25679780,0.06703988,0.10606773,flat,58127.97169436,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,56,5,16,8,0.16863053,3,6,0,6,1,1,13
ds-0016-flat,30.96066890,14,1.09229986,0.36866413,0.20366874,0.16459433,0.06566301,0.19740979,flat,97198.24084221,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,68.0,35.0,1.0,2.0,1.0,1.0,1.0,1.0,1,69.0,29.0,1.0,1.0,1.6,1.0,1.0,1.0,1,84.0,31.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,57,5,16,8,0.09886446,7,6,7,7,1,4,4
ds-0017-flat,26.05599487,13,1.30637332,0.08968645,0.06306576,0.39787517,0.16708483,0.28228779,flat,104133.56880233,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,88.0,31.0,1.0,2.0,1.0,1.0,1.0,1.0,1,59.0,12.0,1.0,1.0,1.6,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,58,5,16,8,0.12723333,5,2,8,12,4,4,5
ds-0018-real,13.25536356,16,0.96677838,0.18374904,0.17607399,0.10706044,0.26501928,0.26809724,real_hourly,69016.77170877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00038120,0.09941606,0.15642569,0.12767204,0.08779577,0.04874628,0.01633887,0.12052055,0.06978806,0.03373302,0.00718506,0.10403779,0.05025491,0.04844176,0.01875466,0.00933301,0.00117528,1,84.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,59,5,16,8,0.12542349,9,3,2,7,2,1,12
ds-0019-real,11.49396002,14,2.19500086,0.17631056,0.13980994,0.23694296,0.12405288,0.32288366,real_hourly,116065.36839088,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00035603,0.13445271,0.11929416,0.11200438,0.10234054,0.03836021,0.01657601,0.10334318,0.05490031,0.05465614,0.00695442,0.10080352,0.06934462,0.05964480,0.01945004,0.00645078,0.00106813,1,43.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1,101.0,9.0,1.0,1.0,1.6,1.0,1.0,1.0,1,75.0,29.0,1.08,1.2,1.0,2.6,1.0,1.0,1,1.0,16.0,1.0,1.0,1.0,1.0,2.2,1.0,1,43.0,11.0,1.12,4.5,1.0,1.0,1.0,1.0,1,148.0,14.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,60,5,16,8,0.13223775,11,4,6,4,3,5,22
ds-0020-flat,27.92118303,18,2.08118694,0.38608128,0.04701645,0.11266223,0.13292424,0.32131580,flat,54400.80571791,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,61,5,16,8,0.15109867,9,1,2,6,2,1,11
ds-0021-flat,32.97981767,12,0.86689962,0.24740292,0.19870767,0.23274001,0.14393022,0.17721918,flat,69681.61378090,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,138.0,24.0,1.0,2.0,1.0,1.0,1.0,1.0,1,87.0,36.0,1.0,1.0,1.6,1.0,1.0,1.0,1,102.0,28.0,1.08,1.2,1.0,2.6,1.0,1.0,1,4.0,36.0,1.0,1.0,1.0,1.0,2.2,1.0,1,45.0,23.0,1.12,4.5,1.0,1.0,1.0,1.0,1,53.0,25.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,62,5,16,8,0.13314821,10,1,3,6,2,1,20
ds-0022-real,19.12303662,15,2.19750273,0.19218620,0.25002955,0.19227238,0.16870662,0.19680525,real_hourly,107005.16735557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00031911,0.12524404,0.12145905,0.09840574,0.11926261,0.05019424,0.01397742,0.09778498,0.06485260,0.04338165,0.00759747,0.10453725,0.08466617,0.04221012,0.01816607,0.00680891,0.00113257,1,70.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1,51.0,28.0,1.0,1.0,1.6,1.0,1.0,1.0,1,1.0,6.0,1.08,1.2,1.0,2.6,1.0,1.0,1,57.0,24.0,1.0,1.0,1.0,1.0,2.2,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,63,5,16,8,0.10397237,10,7,3,5,1,16,3
ds-0023-real,22.12788081,11,0.96622958,0.37075706,0.21715044,0.30473189,0.08925378,0.01810683,real_hourly,133537.44209764,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00040750,0.14008964,0.14651766,0.13053869,0.10745496,0.05558746,0.01711097,0.07786033,0.06330392,0.03144561,0.00824962,0.08408460,0.06891088,0.04752128,0.01312764,0.00653137,0.00125787,1,130.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,5.0,14.0,1.0,1.0,1.6,1.0,1.0,1.0,1,33.0,19.0,1.08,1.2,1.0,2.6,1.0,1.0,1,24.0,8.0,1.0,1.0,1.0,1.0,2.2,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,64,5,16,8,0.04999494,11,9,10,9,1,2,7
ds-0024-real,11.55243507,14,1.93343090,0.23325877,0.25390711,0.16087859,0.32858970,0.02336582,real_hourly,126868.08711649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00042019,0.13321056,0.16225266,0.11501719,0.11202106,0.05297948,0.01597254,0.08951181,0.05290457,0.03844734,0.00688235,0.06463610,0.07212699,0.05338968,0.02007955,0.00933416,0.00081378,1,88.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1,133.0,9.0,1.0,1.0,1.6,1.0,1.0,1.0,1,50.0,22.0,1.08,1.2,1.0,2.6,1.0,1.0,1,138.0,16.0,1.0,1.0,1.0,1.0,2.2,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,65,5,16,8,0.05051610,15,6,6,13,3,6,7
ds-0025-real,10.95226880,9,1.45625705,0.21882992,0.26315899,0.12304523,0.25358669,0.14137918,real_hourly,131800.39953461,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00032258,0.12552487,0.13661033,0.11281058,0.12959906,0.04536913,0.01503896,0.07910643,0.05651822,0.03878080,0.00831544,0.07889024,0.09278923,0.05646969,0.01657649,0.00634486,0.00093309,1,10.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,1,124.0,18.0,1.0,1.0,1.6,1.0,1.0,1.0,1,137.0,13.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,66,5,16,8,0.08287628,9,5,7,13,5,1,8
ds-0026-flat,10.34558611,12,1.83074428,0.32075433,0.31412529,0.11179179,0.08282880,0.17049979,flat,53977.57887447,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,121.0,34.0,1.0,2.0,1.0,1.0,1.0,1.0,1,55.0,6.0,1.0,1.0,1.6,1.0,1.0,1.0,1,149.0,6.0,1.08,1.2,1.0,2.6,1.0,1.0,1,70.0,12.0,1.0,1.0,1.0,1.0,2.2,1.0,1,25.0,18.0,1.12,4.5,1.0,1.0,1.0,1.0,1,25.0,31.0,1.0,1.0,1.2,1.0,1.0,1.4,lexicase,67,5,16,8,0.09469905,12,3,2,5,1,0,5
ds-0027-flat,16.16111823,15,2.01633997,0.29492226,0.16953245,0.21108853,0.02098822,0.30346854,flat,134609.38298609,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,13.0,36.0,1.0,2.0,1.0,1.0,1.0,1.0,1,123.0,35.0,1.0,1.0,1.6,1.0,1.0,1.0,1,147.0,6.0,1.08,1.2,1.0,2.6,1.0,1.0,1,83.0,28.0,1.0,1.0,1.0,1.0,2.2,1.0,1,38.0,24.0,1.12,4.5,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,68,5,16,8,0.11928183,18,5,4,6,7,9,5
ds-0028-flat,28.46173022,8,1.59532285,0.13535963,0.29726712,0.17924984,0.27637053,0.11175287,flat,86368.74329199,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,0.04166667,1,18.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,1,122.0,27.0,1.0,1.0,1.6,1.0,1.0,1.0,1,39.0,29.0,1.08,1.2,1.0,2.6,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,lexicase,69,5,16,8,0.08025162,6,5,5,17,1,2,6
